调仓日,期末,代码,名称,市值排名,总市值(万元),成交价,份额,市值,权重,区间收益,操作,缓冲持仓,总资产,本期换手
20190103,20190110,300029.SZ,天龙退,1.0,93400.0,4.65,12900.0,59985.0,0.019995,0.064516,buy,,3000000.0,0.4964
20190103,20190110,002200.SZ,交投生态,2.0,104771.6,5.65,10600.0,59890.0,0.019963,0.072566,buy,,3000000.0,0.4964
20190103,20190110,002072.SZ,凯瑞德,3.0,108416.0,6.16,9700.0,59752.0,0.019917,0.055195,buy,,3000000.0,0.4964
20190103,20190110,300106.SZ,西部牧业,4.0,110738.1,5.28,11300.0,59664.0,0.019888,0.070076,buy,,3000000.0,0.4964
20190103,20190110,300592.SZ,华凯易佰,5.0,110387.8,9.01,6600.0,59466.0,0.019822,0.051054,buy,,3000000.0,0.4964
20190103,20190110,300069.SZ,金利华电,6.0,124605.0,9.32,6400.0,59648.0,0.019883,0.143777,buy,,3000000.0,0.4964
20190103,20190110,300665.SZ,飞鹿股份,7.0,117708.8,9.67,6200.0,59954.0,0.019985,0.171665,buy,,3000000.0,0.4964
20190103,20190110,300330.SZ,计通退(退),8.0,117768.0,6.81,8800.0,59928.0,0.019976,0.069016,buy,,3000000.0,0.4964
20190103,20190110,300220.SZ,金运激光,9.0,123606.0,9.83,6100.0,59963.0,0.019988,0.030519,buy,,3000000.0,0.4964
20190103,20190110,002890.SZ,弘宇股份,10.0,123139.5,18.45,3200.0,59040.0,0.01968,0.039566,buy,,3000000.0,0.4964
20190103,20190110,300275.SZ,梅安森,11.0,122385.6,7.51,7900.0,59329.0,0.019776,0.065246,buy,,3000000.0,0.4964
20190103,20190110,002800.SZ,天顺股份,12.0,123968.8,16.6,3600.0,59760.0,0.01992,0.057229,buy,,3000000.0,0.4964
20190103,20190110,300551.SZ,古鳌科技,13.0,124125.1,11.19,5300.0,59307.0,0.019769,0.038427,buy,,3000000.0,0.4964
20190103,20190110,603029.SH,天鹅股份,14.0,124422.2,13.57,4400.0,59708.0,0.019903,0.027266,buy,,3000000.0,0.4964
20190103,20190110,603286.SH,日盈电子,15.0,124451.4,14.3,4100.0,58630.0,0.019543,0.031469,buy,,3000000.0,0.4964
20190103,20190110,603088.SH,宁波精达,16.0,127120.0,11.43,5200.0,59436.0,0.019812,0.028871,buy,,3000000.0,0.4964
20190103,20190110,300521.SZ,爱司凯,17.0,126864.0,8.85,6700.0,59295.0,0.019765,0.049718,buy,,3000000.0,0.4964
20190103,20190110,300680.SZ,隆盛科技,18.0,124176.6,17.13,3500.0,59955.0,0.019985,-0.007589,buy,,3000000.0,0.4964
20190103,20190110,002760.SZ,凤形股份,19.0,124520.0,14.7,4000.0,58800.0,0.0196,-0.006122,buy,,3000000.0,0.4964
20190103,20190110,603269.SH,海鸥股份,20.0,131991.2,14.42,4100.0,59122.0,0.019707,0.038141,buy,,3000000.0,0.4964
20190103,20190110,300093.SZ,金刚光伏,21.0,131544.0,6.05,9900.0,59895.0,0.019965,0.095868,buy,,3000000.0,0.4964
20190103,20190110,002569.SZ,*ST步森,22.0,126989.1,9.41,6300.0,59283.0,0.019761,0.082891,buy,,3000000.0,0.4964
20190103,20190110,600213.SH,*ST亚星(退),23.0,132880.0,6.06,9900.0,59994.0,0.019998,0.056106,buy,,3000000.0,0.4964
20190103,20190110,002209.SZ,达意隆,24.0,131399.2,6.84,8700.0,59508.0,0.019836,0.017544,buy,,3000000.0,0.4964
20190103,20190110,002420.SZ,毅昌科技,25.0,132330.0,3.35,17900.0,59965.0,0.019988,0.047761,buy,,3000000.0,0.4964
20190103,20190110,002112.SZ,三变科技,26.0,129024.0,6.69,8900.0,59541.0,0.019847,0.035874,buy,,3000000.0,0.4964
20190103,20190110,300022.SZ,吉峰科技,27.0,135745.8,3.55,16900.0,59995.0,0.019998,0.107042,buy,,3000000.0,0.4964
20190103,20190110,300535.SZ,达威股份,28.0,134670.8,12.98,4600.0,59708.0,0.019903,0.014638,buy,,3000000.0,0.4964
20190103,20190110,000835.SZ,长动退(退),29.0,135605.6,4.19,14300.0,59917.0,0.019972,0.042959,buy,,3000000.0,0.4964
20190103,20190110,300254.SZ,仟源医药,30.0,135191.9,6.6,9000.0,59400.0,0.0198,0.034848,buy,,3000000.0,0.4964
20190103,20190110,600095.SH,湘财股份,31.0,134751.3,3.83,15600.0,59748.0,0.019916,0.046997,buy,,3000000.0,0.4964
20190103,20190110,000713.SZ,国投丰乐,32.0,136885.2,4.59,13000.0,59670.0,0.01989,0.045752,buy,,3000000.0,0.4964
20190103,20190110,002205.SZ,国统股份,33.0,138569.4,11.9,5000.0,59500.0,0.019833,0.083193,buy,,3000000.0,0.4964
20190103,20190110,300235.SZ,方直科技,34.0,138796.3,8.19,7300.0,59787.0,0.019929,0.058608,buy,,3000000.0,0.4964
20190103,20190110,603536.SH,惠发食品,35.0,142128.0,8.25,7200.0,59400.0,0.0198,0.042424,buy,,3000000.0,0.4964
20190103,20190110,002499.SZ,科林退(退),36.0,139293.0,7.39,8100.0,59859.0,0.019953,0.05548,buy,,3000000.0,0.4964
20190103,20190110,300640.SZ,德艺文创,37.0,140742.2,9.5,6300.0,59850.0,0.01995,0.04,buy,,3000000.0,0.4964
20190103,20190110,300216.SZ,千山退(退),38.0,143489.7,3.9,15300.0,59670.0,0.01989,0.074359,buy,,3000000.0,0.4964
20190103,20190110,300517.SZ,海波重科,39.0,140833.6,13.21,4500.0,59445.0,0.019815,0.036336,buy,,3000000.0,0.4964
20190103,20190110,300092.SZ,科新机电,40.0,144389.0,6.08,9800.0,59584.0,0.019861,0.085526,buy,,3000000.0,0.4964
20190103,20190110,002780.SZ,三夫户外,41.0,139046.0,12.56,4700.0,59032.0,0.019677,0.038217,buy,,3000000.0,0.4964
20190103,20190110,002805.SZ,丰元股份,42.0,140331.2,14.6,4100.0,59860.0,0.019953,0.021918,buy,,3000000.0,0.4964
20190103,20190110,603879.SH,永悦科技,43.0,142128.0,9.99,6000.0,59940.0,0.01998,-0.004004,buy,,3000000.0,0.4964
20190103,20190110,002729.SZ,好利科技,44.0,138027.6,21.58,2700.0,58266.0,0.019422,-0.006024,buy,,3000000.0,0.4964
20190103,20190110,300622.SZ,博士眼镜,45.0,143044.4,16.44,3600.0,59184.0,0.019728,0.05292,buy,,3000000.0,0.4964
20190103,20190110,300536.SZ,农尚环境,46.0,142957.0,8.51,7000.0,59570.0,0.019857,0.028202,buy,,3000000.0,0.4964
20190103,20190110,300585.SZ,奥联电子,47.0,143325.6,8.85,6700.0,59295.0,0.019765,0.030508,buy,,3000000.0,0.4964
20190103,20190110,603721.SH,中广天择,48.0,143700.0,14.45,4100.0,59245.0,0.019748,0.025606,buy,,3000000.0,0.4964
20190103,20190110,600371.SH,万向德农,49.0,141337.7,6.41,9300.0,59613.0,0.019871,0.051482,buy,,3000000.0,0.4964
20190103,20190110,000702.SZ,正虹科技,50.0,143982.7,5.4,11100.0,59940.0,0.01998,0.0,buy,,3000000.0,0.4964
20190110,20190117,300029.SZ,天龙退,1.0,99800.0,4.95,12900.0,63855.0,0.020305,0.018182,hold,,3144860.17,0.0816
20190110,20190117,002200.SZ,交投生态,2.0,111400.4,6.06,10600.0,64236.0,0.020426,-0.011551,hold,,3144860.17,0.0816
20190110,20190117,002072.SZ,凯瑞德,3.0,112816.0,6.5,9700.0,63050.0,0.020049,-0.02,hold,,3144860.17,0.0816
20190110,20190117,300592.SZ,华凯易佰,4.0,115772.5,9.47,6600.0,62502.0,0.019874,0.007392,hold,,3144860.17,0.0816
20190110,20190117,300489.SZ,光智科技,5.0,115343.2,12.78,4900.0,62622.0,0.019912,-0.015649,buy,,3144860.17,0.0816
20190110,20190117,300106.SZ,西部牧业,6.0,119191.4,5.65,11300.0,63845.0,0.020301,0.00708,hold,,3144860.17,0.0816
20190110,20190117,300330.SZ,计通退(退),7.0,122640.0,7.28,8800.0,64064.0,0.020371,0.016484,hold,,3144860.17,0.0816
20190110,20190117,300069.SZ,金利华电,8.0,129753.0,10.66,6400.0,68224.0,0.021694,-0.001876,hold,,3144860.17,0.0816
20190110,20190117,300551.SZ,古鳌科技,9.0,127646.4,11.62,5300.0,61586.0,0.019583,0.022375,hold,,3144860.17,0.0816
20190110,20190117,300680.SZ,隆盛科技,10.0,126480.3,17.0,3500.0,59500.0,0.01892,0.032941,hold,,3144860.17,0.0816
20190110,20190117,300220.SZ,金运激光,11.0,127134.0,10.13,6100.0,61793.0,0.019649,0.012833,hold,,3144860.17,0.0816
20190110,20190117,002890.SZ,弘宇股份,12.0,126539.7,19.18,3200.0,61376.0,0.019516,0.00365,hold,,3144860.17,0.0816
20190110,20190117,603029.SH,天鹅股份,13.0,128342.5,13.94,4400.0,61336.0,0.019504,0.019369,hold,,3144860.17,0.0816
20190110,20190117,002760.SZ,凤形股份,14.0,130504.0,14.61,4000.0,58440.0,0.018583,0.019165,hold,,3144860.17,0.0816
20190110,20190117,603286.SH,日盈电子,15.0,129735.9,14.75,4100.0,60475.0,0.01923,-0.001356,hold,,3144860.17,0.0816
20190110,20190117,300275.SZ,梅安森,16.0,132406.5,8.0,7900.0,63200.0,0.020096,0.0075,hold,,3144860.17,0.0816
20190110,20190117,002800.SZ,天顺股份,17.0,129271.1,17.55,3600.0,63180.0,0.02009,-0.021083,hold,,3144860.17,0.0816
20190110,20190117,600099.SH,林海股份,18.0,131691.1,6.0,10400.0,62400.0,0.019842,0.02,buy,,3144860.17,0.0816
20190110,20190117,002209.SZ,达意隆,19.0,135304.1,6.96,8700.0,60552.0,0.019254,0.007184,hold,,3144860.17,0.0816
20190110,20190117,603269.SH,海鸥股份,20.0,135192.7,14.97,4100.0,61377.0,0.019517,0.005344,hold,,3144860.17,0.0816
20190110,20190117,300535.SZ,达威股份,21.0,136654.4,13.17,4600.0,60582.0,0.019264,0.05391,hold,,3144860.17,0.0816
20190110,20190117,002112.SZ,三变科技,22.0,140515.2,6.93,8900.0,61677.0,0.019612,-0.030303,hold,,3144860.17,0.0816
20190110,20190117,002420.SZ,毅昌科技,23.0,139548.0,3.51,17900.0,62829.0,0.019978,0.008547,hold,,3144860.17,0.0816
20190110,20190117,600213.SH,*ST亚星(退),24.0,148500.0,6.4,9900.0,63360.0,0.020147,0.035937,hold,,3144860.17,0.0816
20190110,20190117,603991.SH,领先股份,25.0,140573.0,18.99,3300.0,62667.0,0.019927,0.011585,buy,,3144860.17,0.0816
20190110,20190117,300254.SZ,仟源医药,26.0,141857.7,6.83,9000.0,61470.0,0.019546,0.020498,hold,,3144860.17,0.0816
20190110,20190117,603879.SH,永悦科技,27.0,142704.0,9.95,6000.0,59700.0,0.018983,0.001005,hold,,3144860.17,0.0816
20190110,20190117,300022.SZ,吉峰科技,28.0,144491.3,3.93,16900.0,66417.0,0.021119,-0.02799,hold,,3144860.17,0.0816
20190110,20190117,000835.SZ,长动退(退),29.0,145408.4,4.37,14300.0,62491.0,0.019871,0.011442,hold,,3144860.17,0.0816
20190110,20190117,002569.SZ,*ST步森,30.0,143790.3,10.19,6300.0,64197.0,0.020413,0.02159,hold,,3144860.17,0.0816
20190110,20190117,000713.SZ,国投丰乐,31.0,143759.3,4.8,13000.0,62400.0,0.019842,0.010417,hold,,3144860.17,0.0816
20190110,20190117,300093.SZ,金刚光伏,32.0,143208.0,6.63,9900.0,65637.0,0.020871,0.007541,hold,,3144860.17,0.0816
20190110,20190117,600095.SH,湘财股份,33.0,144505.4,4.01,15600.0,62556.0,0.019892,0.012469,hold,,3144860.17,0.0816
20190110,20190117,600605.SH,汇通能源,34.0,142334.9,9.76,6400.0,62464.0,0.019862,0.006148,buy,,3144860.17,0.0816
20190110,20190117,300235.SZ,方直科技,35.0,144838.2,8.67,7300.0,63291.0,0.020125,0.004614,hold,,3144860.17,0.0816
20190110,20190117,002729.SZ,好利科技,36.0,142761.9,21.45,2700.0,57915.0,0.018416,0.013986,hold,,3144860.17,0.0816
20190110,20190117,002805.SZ,丰元股份,37.0,146630.6,14.92,4100.0,61172.0,0.019451,0.025469,hold,,3144860.17,0.0816
20190110,20190117,603729.SH,ST龙韵,38.0,146727.3,15.49,1100.0,17039.0,0.005418,0.022595,buy,,3144860.17,0.0816
20190110,20190117,000702.SZ,正虹科技,39.0,145582.5,5.4,11100.0,59940.0,0.01906,0.027778,hold,,3144860.17,0.0816
20190110,20190117,300665.SZ,飞鹿股份,40.0,134732.8,11.33,6200.0,70246.0,0.022337,-0.063548,hold,,3144860.17,0.0816
20190110,20190117,300640.SZ,德艺文创,41.0,145301.2,9.88,6300.0,62244.0,0.019792,0.015182,hold,,3144860.17,0.0816
20190110,20190117,300517.SZ,海波重科,42.0,146390.0,13.69,4500.0,61605.0,0.019589,0.014609,hold,,3144860.17,0.0816
20190110,20190117,002499.SZ,科林退(退),43.0,147987.0,7.8,8100.0,63180.0,0.02009,0.007692,hold,,3144860.17,0.0816
20190110,20190117,000691.SZ,亚太实业,44.0,143208.6,4.5,0.0,,,-0.035556,miss,,3144860.17,0.0816
20190110,20190117,300216.SZ,千山退(退),45.0,149272.6,4.19,15300.0,64107.0,0.020385,-0.033413,hold,,3144860.17,0.0816
20190110,20190117,300536.SZ,农尚环境,46.0,148152.4,8.75,7000.0,61250.0,0.019476,0.048,hold,,3144860.17,0.0816
20190110,20190117,002780.SZ,三夫户外,47.0,143531.4,13.04,4700.0,61288.0,0.019488,-0.021472,hold,,3144860.17,0.0816
20190110,20190117,300717.SZ,华信新材,48.0,145920.0,14.45,0.0,,,0.008997,miss,,3144860.17,0.0816
20190110,20190117,002205.SZ,国统股份,49.0,151462.2,12.89,5000.0,64450.0,0.020494,0.059736,hold,,3144860.17,0.0816
20190110,20190117,300585.SZ,奥联电子,50.0,147693.3,9.12,6700.0,61104.0,0.01943,0.012061,hold,,3144860.17,0.0816
20190110,20190117,300092.SZ,科新机电,56.0,150014.5,6.6,9800.0,64680.0,0.020567,-0.013636,hold,是,3144860.17,0.0816
20190110,20190117,300622.SZ,博士眼镜,54.0,150440.3,17.31,3600.0,62316.0,0.019815,0.016753,hold,是,3144860.17,0.0816
20190110,20190117,600371.SH,万向德农,57.0,150340.1,6.74,9300.0,62682.0,0.019932,0.004451,hold,是,3144860.17,0.0816
20190117,20190124,300029.SZ,天龙退,1.0,99000.0,5.04,12900.0,65016.0,0.020514,-0.029762,hold,,3169303.51,0.0797
20190117,20190124,002072.SZ,凯瑞德,2.0,110176.0,6.37,9700.0,61789.0,0.019496,0.015699,hold,,3169303.51,0.0797
20190117,20190124,300489.SZ,光智科技,3.0,113437.5,12.58,4900.0,61642.0,0.01945,-0.023052,hold,,3169303.51,0.0797
20190117,20190124,300592.SZ,华凯易佰,4.0,113080.1,9.54,6600.0,62964.0,0.019867,-0.028302,hold,,3169303.51,0.0797
20190117,20190124,300106.SZ,西部牧业,5.0,117923.4,5.69,11300.0,64297.0,0.020287,-0.003515,hold,,3169303.51,0.0797
20190117,20190124,300069.SZ,金利华电,6.0,125307.0,10.64,6400.0,68096.0,0.021486,0.020677,hold,,3169303.51,0.0797
20190117,20190124,300330.SZ,计通退(退),7.0,121128.0,7.4,8800.0,65120.0,0.020547,-0.039189,hold,,3169303.51,0.0797
20190117,20190124,002800.SZ,天顺股份,8.0,127329.4,17.18,3600.0,61848.0,0.019515,-0.004657,hold,,3169303.51,0.0797
20190117,20190124,002890.SZ,弘宇股份,9.0,125873.0,19.25,3200.0,61600.0,0.019436,-0.010909,hold,,3169303.51,0.0797
20190117,20190124,300220.SZ,金运激光,10.0,126630.0,10.26,6100.0,62586.0,0.019748,-0.018519,hold,,3169303.51,0.0797
20190117,20190124,300665.SZ,飞鹿股份,11.0,125491.2,10.61,6200.0,65782.0,0.020756,-0.029218,hold,,3169303.51,0.0797
20190117,20190124,300680.SZ,隆盛科技,12.0,132499.6,17.56,3500.0,61460.0,0.019392,0.027904,hold,,3169303.51,0.0797
20190117,20190124,300551.SZ,古鳌科技,13.0,128526.7,11.88,5300.0,62964.0,0.019867,-0.027778,hold,,3169303.51,0.0797
20190117,20190124,002760.SZ,凤形股份,14.0,129536.0,14.89,4000.0,59560.0,0.018793,-0.011417,hold,,3169303.51,0.0797
20190117,20190124,300275.SZ,梅安森,15.0,133063.6,8.1,7900.0,63990.0,0.020191,0.0,hold,,3169303.51,0.0797
20190117,20190124,600099.SH,林海股份,16.0,131691.1,6.12,10400.0,63648.0,0.020083,-0.001634,hold,,3169303.51,0.0797
20190117,20190124,002112.SZ,三变科技,17.0,134265.6,6.72,8900.0,59808.0,0.018871,-0.014881,hold,,3169303.51,0.0797
20190117,20190124,002209.SZ,达意隆,18.0,134327.9,7.01,8700.0,60987.0,0.019243,-0.008559,hold,,3169303.51,0.0797
20190117,20190124,603269.SH,海鸥股份,19.0,134003.5,15.05,4100.0,61705.0,0.01947,-0.027243,hold,,3169303.51,0.0797
20190117,20190124,300535.SZ,达威股份,20.0,135141.0,13.88,4600.0,63848.0,0.020146,-0.024496,hold,,3169303.51,0.0797
20190117,20190124,000691.SZ,亚太实业,21.0,136096.7,4.34,14600.0,63364.0,0.019993,-0.032258,buy,,3169303.51,0.0797
20190117,20190124,002780.SZ,三夫户外,22.0,139943.1,12.76,4700.0,59972.0,0.018923,-0.029781,hold,,3169303.51,0.0797
20190117,20190124,002569.SZ,*ST步森,23.0,153451.0,10.41,6300.0,65583.0,0.020693,0.018252,hold,,3169303.51,0.0797
20190117,20190124,603879.SH,永悦科技,24.0,142704.0,9.96,6000.0,59760.0,0.018856,0.00502,hold,,3169303.51,0.0797
20190117,20190124,603991.SH,领先股份,25.0,139976.7,19.21,3300.0,63393.0,0.020002,-0.020822,hold,,3169303.51,0.0797
20190117,20190124,000668.SZ,荣丰控股,26.0,142142.9,9.87,6400.0,63168.0,0.019931,-0.047619,buy,,3169303.51,0.0797
20190117,20190124,600605.SH,汇通能源,27.0,142040.2,9.82,6400.0,62848.0,0.01983,-0.022403,hold,,3169303.51,0.0797
20190117,20190124,300216.SZ,千山退(退),28.0,143851.1,4.05,15300.0,61965.0,0.019552,-0.037037,hold,,3169303.51,0.0797
20190117,20190124,000713.SZ,国投丰乐,29.0,144058.2,4.85,13000.0,63050.0,0.019894,0.171134,hold,,3169303.51,0.0797
20190117,20190124,000835.SZ,长动退(退),30.0,142140.8,4.42,14300.0,63206.0,0.019943,0.104072,hold,,3169303.51,0.0797
20190117,20190124,300093.SZ,金刚光伏,31.0,144504.0,6.68,9900.0,66132.0,0.020866,0.008982,hold,,3169303.51,0.0797
20190117,20190124,300254.SZ,仟源医药,32.0,142899.3,6.97,9000.0,62730.0,0.019793,-0.012912,hold,,3169303.51,0.0797
20190117,20190124,300022.SZ,吉峰科技,33.0,144111.1,3.82,16900.0,64558.0,0.02037,0.026178,hold,,3169303.51,0.0797
20190117,20190124,600095.SH,湘财股份,34.0,144505.4,4.06,15600.0,63336.0,0.019984,-0.002463,hold,,3169303.51,0.0797
20190117,20190124,002729.SZ,好利科技,35.0,143428.7,21.75,2700.0,58725.0,0.018529,-0.025287,hold,,3169303.51,0.0797
20190117,20190124,300235.SZ,方直科技,36.0,144502.6,8.71,7300.0,63583.0,0.020062,-0.011481,hold,,3169303.51,0.0797
20190117,20190124,000702.SZ,正虹科技,37.0,145849.1,5.55,11100.0,61605.0,0.019438,0.012613,hold,,3169303.51,0.0797
20190117,20190124,300517.SZ,海波重科,38.0,145107.7,13.89,4500.0,62505.0,0.019722,-0.023758,hold,,3169303.51,0.0797
20190117,20190124,600213.SH,*ST亚星(退),39.0,146740.0,6.63,9900.0,65637.0,0.02071,-0.006033,hold,,3169303.51,0.0797
20190117,20190124,603729.SH,ST龙韵,40.0,145233.9,15.84,4000.0,63360.0,0.019992,-0.070707,add,,3169303.51,0.0797
20190117,20190124,300640.SZ,德艺文创,41.0,143536.4,10.03,6300.0,63189.0,0.019938,-0.020937,hold,,3169303.51,0.0797
20190117,20190124,300717.SZ,华信新材,42.0,145305.6,14.58,4300.0,62694.0,0.019782,0.002058,buy,,3169303.51,0.0797
20190117,20190124,002805.SZ,丰元股份,43.0,145661.4,15.3,4100.0,62730.0,0.019793,-0.017647,hold,,3169303.51,0.0797
20190117,20190124,300152.SZ,*ST动力,44.0,156103.2,2.07,8400.0,17388.0,0.005486,0.033816,buy,,3169303.51,0.0797
20190117,20190124,002499.SZ,科林退(退),45.0,150255.0,7.86,8100.0,63666.0,0.020088,-0.006361,hold,,3169303.51,0.0797
20190117,20190124,300585.SZ,奥联电子,46.0,146722.7,9.23,6700.0,61841.0,0.019512,-0.004334,hold,,3169303.51,0.0797
20190117,20190124,002778.SZ,中晟高科,47.0,147030.7,16.93,0.0,,,-0.007088,miss,,3169303.51,0.0797
20190117,20190124,600371.SH,万向德农,48.0,148314.5,6.77,9300.0,62961.0,0.019866,0.01034,hold,,3169303.51,0.0797
20190117,20190124,603580.SH,艾艾精工,49.0,148500.8,16.26,0.0,,,0.00984,miss,,3169303.51,0.0797
20190117,20190124,300464.SZ,星徽股份,50.0,149012.7,7.4,0.0,,,-0.028378,miss,,3169303.51,0.0797
20190117,20190124,603286.SH,日盈电子,,131145.2,14.89,4100.0,61049.0,0.019263,-0.036266,suspend,是,3169303.51,0.0797
20190117,20190124,002205.SZ,国统股份,61.0,156224.5,13.66,5000.0,68300.0,0.02155,0.02489,hold,是,3169303.51,0.0797
20190117,20190124,300092.SZ,科新机电,55.0,152124.1,6.51,9800.0,63798.0,0.02013,-0.010753,hold,是,3169303.51,0.0797
20190117,20190124,300536.SZ,农尚环境,56.0,148487.6,9.17,7000.0,64190.0,0.020254,-0.026172,hold,是,3169303.51,0.0797
20190124,20190131,300029.SZ,天龙退,1.0,98800.0,4.89,12900.0,63081.0,0.020026,-0.128834,hold,,3149976.94,0.1265
20190124,20190131,300489.SZ,光智科技,2.0,112530.0,12.29,4900.0,60221.0,0.019118,-0.076485,hold,,3149976.94,0.1265
20190124,20190131,002200.SZ,交投生态,3.0,108822.5,6.06,10300.0,62418.0,0.019815,-0.150165,buy,,3149976.94,0.1265
20190124,20190131,300592.SZ,华凯易佰,4.0,114303.9,9.27,6600.0,61182.0,0.019423,-0.083064,hold,,3149976.94,0.1265
20190124,20190131,002072.SZ,凯瑞德,5.0,112992.0,6.47,9700.0,62759.0,0.019924,-0.210201,hold,,3149976.94,0.1265
20190124,20190131,000929.SZ,兰州黄河,6.0,120376.4,6.46,9700.0,62662.0,0.019893,-0.047988,buy,,3149976.94,0.1265
20190124,20190131,300106.SZ,西部牧业,7.0,122572.7,5.67,11300.0,64071.0,0.02034,-0.065256,hold,,3149976.94,0.1265
20190124,20190131,300665.SZ,飞鹿股份,8.0,125612.8,10.3,6200.0,63860.0,0.020273,-0.080583,hold,,3149976.94,0.1265
20190124,20190131,300220.SZ,金运激光,9.0,128142.0,10.07,6100.0,61427.0,0.019501,-0.088381,hold,,3149976.94,0.1265
20190124,20190131,002890.SZ,弘宇股份,10.0,127606.4,19.04,3200.0,60928.0,0.019342,-0.098739,hold,,3149976.94,0.1265
20190124,20190131,300551.SZ,古鳌科技,11.0,129297.0,11.55,5300.0,61215.0,0.019433,-0.054545,hold,,3149976.94,0.1265
20190124,20190131,002800.SZ,天顺股份,12.0,128001.5,17.1,3600.0,61560.0,0.019543,-0.074269,hold,,3149976.94,0.1265
20190124,20190131,300069.SZ,金利华电,13.0,127881.0,10.86,6400.0,69504.0,0.022065,-0.13628,hold,,3149976.94,0.1265
20190124,20190131,002760.SZ,凤形股份,14.0,131384.0,14.72,4000.0,58880.0,0.018692,-0.040761,hold,,3149976.94,0.1265
20190124,20190131,603088.SH,宁波精达,15.0,135632.0,11.91,5200.0,61932.0,0.019661,-0.062972,buy,,3149976.94,0.1265
20190124,20190131,603031.SH,安孚科技,16.0,134624.0,12.0,5200.0,62400.0,0.01981,-0.070833,buy,,3149976.94,0.1265
20190124,20190131,603269.SH,海鸥股份,17.0,133180.3,14.64,4100.0,60024.0,0.019055,-0.108607,hold,,3149976.94,0.1265
20190124,20190131,300680.SZ,隆盛科技,18.0,131310.6,18.05,3500.0,63175.0,0.020056,-0.1241,hold,,3149976.94,0.1265
20190124,20190131,600099.SH,林海股份,19.0,134539.7,6.11,10400.0,63544.0,0.020173,-0.090016,hold,,3149976.94,0.1265
20190124,20190131,002209.SZ,达意隆,20.0,134327.9,6.95,8700.0,60465.0,0.019195,-0.090647,hold,,3149976.94,0.1265
20190124,20190131,002112.SZ,三变科技,21.0,133459.2,6.62,8900.0,58918.0,0.018704,-0.055891,hold,,3149976.94,0.1265
20190124,20190131,300535.SZ,达威股份,22.0,135639.3,13.54,4600.0,62284.0,0.019773,-0.077548,hold,,3149976.94,0.1265
20190124,20190131,000691.SZ,亚太实业,23.0,136419.9,4.2,14600.0,61320.0,0.019467,-0.057143,hold,,3149976.94,0.1265
20190124,20190131,000668.SZ,荣丰控股,24.0,137444.0,9.4,6400.0,60160.0,0.019099,-0.044681,hold,,3149976.94,0.1265
20190124,20190131,603729.SH,ST龙韵,25.0,136740.2,14.72,4000.0,58880.0,0.018692,-0.0625,hold,,3149976.94,0.1265
20190124,20190131,002780.SZ,三夫户外,26.0,139606.7,12.38,4700.0,58186.0,0.018472,0.03231,hold,,3149976.94,0.1265
20190124,20190131,603991.SH,领先股份,27.0,141020.2,18.81,3300.0,62073.0,0.019706,-0.052632,hold,,3149976.94,0.1265
20190124,20190131,300216.SZ,千山退(退),28.0,140236.7,3.9,15300.0,59670.0,0.018943,-0.225641,hold,,3149976.94,0.1265
20190124,20190131,600605.SH,汇通能源,29.0,142040.2,9.6,6400.0,61440.0,0.019505,-0.035417,hold,,3149976.94,0.1265
20190124,20190131,002729.SZ,好利科技,30.0,141628.3,21.2,2700.0,57240.0,0.018172,-0.062736,hold,,3149976.94,0.1265
20190124,20190131,300254.SZ,仟源医药,31.0,143940.8,6.88,9000.0,61920.0,0.019657,-0.087209,hold,,3149976.94,0.1265
20190124,20190131,300640.SZ,德艺文创,32.0,144712.9,9.82,6300.0,61866.0,0.01964,-0.063136,hold,,3149976.94,0.1265
20190124,20190131,603879.SH,永悦科技,33.0,145440.0,10.01,6000.0,60060.0,0.019067,-0.070929,hold,,3149976.94,0.1265
20190124,20190131,300517.SZ,海波重科,34.0,146390.0,13.56,4500.0,61020.0,0.019372,-0.067109,hold,,3149976.94,0.1265
20190124,20190131,300235.SZ,方直科技,35.0,145845.2,8.61,7300.0,62853.0,0.019953,-0.087108,hold,,3149976.94,0.1265
20190124,20190131,300093.SZ,金刚光伏,36.0,144936.0,6.74,9900.0,66726.0,0.021183,-0.221068,hold,,3149976.94,0.1265
20190124,20190131,600095.SH,湘财股份,37.0,146673.0,4.05,15600.0,63180.0,0.020057,-0.076543,hold,,3149976.94,0.1265
20190124,20190131,002805.SZ,丰元股份,38.0,145661.4,15.03,4100.0,61623.0,0.019563,-0.09847,hold,,3149976.94,0.1265
20190124,20190131,603536.SH,惠发食品,39.0,146328.0,8.72,7200.0,62784.0,0.019932,-0.074541,buy,,3149976.94,0.1265
20190124,20190131,000692.SZ,惠天热电,40.0,146529.1,2.71,23200.0,62872.0,0.01996,-0.02583,buy,,3149976.94,0.1265
20190124,20190131,600213.SH,*ST亚星(退),41.0,145420.0,6.59,9900.0,65241.0,0.020712,-0.109256,hold,,3149976.94,0.1265
20190124,20190131,300464.SZ,星徽股份,42.0,149219.4,7.19,3200.0,23008.0,0.007304,-0.065369,buy,,3149976.94,0.1265
20190124,20190131,002499.SZ,科林退(退),43.0,147042.0,7.81,8100.0,63261.0,0.020083,-0.142125,hold,,3149976.94,0.1265
20190124,20190131,002569.SZ,*ST步森,44.0,155271.1,10.6,6300.0,66780.0,0.0212,0.135849,hold,,3149976.94,0.1265
