调仓日,期末,动作,择时信号,代码,名称,综合得分,7日涨幅,溢价率,信号价,成交价,日均成交量(股),份额,市值,区间收益,操作,缓冲持仓,总资产,本期换手
20240105,20240111,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,242.52669,0.041427,-0.008037,0.905,0.901,19466229.4,44300.0,39914.3,-0.035516,buy,,199980.03,0.4992
20240105,20240111,rotate,,159697.SZ,鹏华国证石油天然气ETF,240.391459,0.047046,-0.002606,0.957,0.952,8364242.0,42000.0,39984.0,-0.017857,buy,,199980.03,0.4992
20240105,20240111,rotate,,159625.SZ,嘉实国证绿色电力ETF,229.181495,0.033498,-0.002378,1.049,1.048,25945000.6,38100.0,39928.8,-0.01145,buy,,199980.03,0.4992
20240105,20240111,rotate,,510410.SH,博时上证自然资源ETF,227.224199,0.044677,-0.001544,1.099,1.097,28795460.0,36400.0,39930.8,-0.019143,buy,,199980.03,0.4992
20240105,20240111,rotate,,561330.SH,国泰中证有色金属矿业主题ETF,222.953737,0.02924,-0.002946,0.88,0.874,18992958.4,45700.0,39941.8,-0.012586,buy,,199980.03,0.4992
20240111,20240118,rotate,,159945.SZ,广发中证全指能源ETF,242.04947,0.037754,-0.002141,1.072,1.072,5932860.0,36500.0,39128.0,-0.014925,buy,,196084.97,0.9983
20240111,20240118,rotate,,159887.SZ,富国中证800银行ETF,227.738516,0.003517,-0.0014,0.856,0.854,78392200.2,45900.0,39198.6,0.012881,buy,,196084.97,0.9983
20240111,20240118,rotate,,515100.SH,景顺长城中证红利低波动100ETF,222.614841,0.007843,-0.000778,1.285,1.282,115559980.0,30500.0,39101.0,-0.00078,buy,,196084.97,0.9983
20240111,20240118,rotate,,159666.SZ,华夏中证全指运输ETF,221.024735,-0.012941,-0.003326,0.839,0.841,7021639.4,46600.0,39190.6,0.009512,buy,,196084.97,0.9983
20240111,20240118,rotate,,513950.SH,富国恒生港股通红利低波动ETF(QDII),219.787986,-0.017076,-0.004647,0.921,0.923,26010880.0,42400.0,39135.2,-0.027086,buy,,196084.97,0.9983
20240118,20240125,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,241.459075,0.002747,-0.022717,1.095,1.097,6621709.8,35600.0,39053.2,0.079307,buy,,195249.16,0.9987
20240118,20240125,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,236.83274,0.0,-0.007054,0.746,0.742,14978026.2,52600.0,39029.2,-0.004043,buy,,195249.16,0.9987
20240118,20240125,rotate,,159766.SZ,富国中证旅游主题ETF,234.875445,0.034884,-0.001403,0.712,0.707,194444644.0,55200.0,39026.4,-0.01273,buy,,195249.16,0.9987
20240118,20240125,rotate,,515790.SH,华泰柏瑞中证光伏产业ETF,234.697509,0.015403,-0.001631,0.857,0.85,771250860.8,45900.0,39015.0,-0.002353,buy,,195249.16,0.9987
20240118,20240125,rotate,,159980.SZ,大成有色金属期货ETF,234.341637,-0.001317,-0.004724,1.517,1.499,18115462.8,26000.0,38974.0,0.026684,buy,,195249.16,0.9987
20240125,20240201,rotate,,159503.SZ,鹏扬国证财富管理ETF,226.0,0.027542,-0.002673,0.97,0.974,12167369.0,40700.0,39641.8,-0.01848,buy,,198600.27,0.9991
20240125,20240201,rotate,,560030.SH,汇添富中证800价值ETF,218.0,0.008502,-0.002418,0.949,0.959,6069240.0,41400.0,39702.6,-0.066736,buy,,198600.27,0.9991
20240125,20240201,rotate,,159507.SZ,广发国证通信ETF,217.333333,0.00885,-0.002375,0.798,0.799,9394948.8,49700.0,39710.3,-0.05632,buy,,198600.27,0.9991
20240125,20240201,rotate,,515090.SH,博时中证可持续发展100ETF,212.166667,0.003009,-0.002394,1.0,1.003,8008880.0,39600.0,39718.8,-0.015952,buy,,198600.27,0.9991
20240125,20240201,rotate,,561320.SH,国泰中证内地运输主题ETF,209.333333,0.0,-0.002415,0.826,0.826,13580180.0,48000.0,39648.0,-0.010896,buy,,198600.27,0.9991
20240201,20240208,rotate,,167301.SZ,方正富邦中证保险主题指数-A,246.843854,0.065982,-0.00411,0.727,0.72,5759734.0,53300.0,38376.0,0.036111,buy,,191877.64,0.9988
20240201,20240208,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,233.72093,0.05042,-0.001754,0.75,0.734,57089615.8,52200.0,38314.8,-0.00545,buy,,191877.64,0.9988
20240201,20240208,rotate,,512800.SH,华宝中证银行ETF,216.777409,0.040112,-0.000538,1.115,1.113,232926877.8,34400.0,38287.2,0.007188,buy,,191877.64,0.9988
20240201,20240208,rotate,,159980.SZ,大成有色金属期货ETF,216.445183,0.017184,-0.003561,1.539,1.534,25408297.2,25000.0,38350.0,-0.014342,buy,,191877.64,0.9988
20240201,20240208,rotate,,159611.SZ,广发中证全指电力公用事业ETF,216.27907,0.037209,-0.000672,0.892,0.887,90912725.2,43200.0,38318.4,0.009019,buy,,191877.64,0.9988
20240208,20240222,rotate,,159966.SZ,华夏创业板低波价值ETF,241.262136,0.023256,-0.011976,0.396,0.4,21053759.0,96500.0,38600.0,0.0075,buy,,193086.85,0.9989
20240208,20240222,rotate,,159843.SZ,招商国证食品饮料行业ETF,231.229773,0.021807,-0.004854,0.656,0.656,39770425.4,58800.0,38572.8,0.03811,buy,,193086.85,0.9989
20240208,20240222,rotate,,513730.SH,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),221.84466,0.017893,-0.003992,1.024,1.03,127517103.2,37400.0,38522.0,0.002913,buy,,193086.85,0.9989
20240208,20240222,rotate,,516550.SH,嘉实中证大农业ETF,214.07767,0.024263,-0.002532,0.591,0.595,12802660.0,64900.0,38615.5,0.011765,buy,,193086.85,0.9989
20240208,20240222,rotate,,515450.SH,南方标普中国A股大盘红利低波50ETF,210.517799,0.028045,-0.002178,1.283,1.283,78508540.0,30100.0,38618.3,0.025721,buy,,193086.85,0.9989
20240222,20240229,rotate,,159967.SZ,华夏创业板动量成长ETF,244.318182,0.123563,-0.004075,0.391,0.393,395474001.0,99900.0,39260.7,-0.005089,buy,,196366.91,0.9989
20240222,20240229,rotate,,159636.SZ,工银瑞信国证港股通科技ETF,229.220779,0.097152,-0.004711,0.655,0.655,314258680.0,59900.0,39234.5,0.003053,buy,,196366.91,0.9989
20240222,20240229,rotate,,159870.SZ,鹏华中证细分化工产业主题ETF,225.0,0.101761,-0.002127,0.563,0.563,71413262.6,69700.0,39241.1,0.005329,buy,,196366.91,0.9989
20240222,20240229,rotate,,512980.SH,广发中证传媒ETF,202.435065,0.107372,-0.000579,0.691,0.694,190166864.4,56500.0,39211.0,0.008646,buy,,196366.91,0.9989
20240222,20240229,rotate,,161725.SZ,招商中证白酒指数-A,200.487013,0.099515,-0.000788,0.906,0.899,55708343.2,43600.0,39196.4,-0.006674,buy,,196366.91,0.9989
20240229,20240307,rotate,,513360.SH,博时中证全球中国教育主题ETF(QDII),248.519737,0.163842,-0.011092,0.618,0.615,449059000.0,63900.0,39298.5,0.001626,buy,,196534.13,0.9991
20240229,20240307,rotate,,562030.SH,华宝中证信息技术应用创新产业ETF,233.881579,0.079343,-0.004291,0.789,0.789,15238580.0,49800.0,39292.2,0.058302,buy,,196534.13,0.9991
20240229,20240307,rotate,,516620.SH,国泰中证影视主题ETF,230.427632,0.08575,-0.001971,0.861,0.845,22852200.0,46500.0,39292.5,0.073373,buy,,196534.13,0.9991
20240229,20240307,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,230.263158,0.069747,-0.007978,1.227,1.223,5567386.6,32100.0,39258.3,0.128373,buy,,196534.13,0.9991
20240229,20240307,rotate,,563300.SH,华泰柏瑞中证2000ETF,225.986842,0.06258,-0.006923,0.832,0.824,1437577923.4,47700.0,39304.8,0.072816,buy,,196534.13,0.9991
20240307,20240314,rotate,,516510.SH,易方达中证云计算与大数据主题ETF,238.925081,0.103286,-0.002123,0.94,0.942,229372045.0,44500.0,41919.0,-0.011677,buy,,209631.63,0.9994
20240307,20240314,rotate,,159723.SZ,汇添富中证沪港深科技龙头ETF,207.980456,0.043993,-0.003875,0.617,0.617,6782440.8,67900.0,41894.3,0.016207,buy,,209631.63,0.9994
20240307,20240314,rotate,,159743.SZ,博时中证湖北新旧动能转换ETF,204.397394,0.043236,-0.002933,0.748,0.753,5428160.0,55600.0,41866.8,0.034529,buy,,209631.63,0.9994
20240307,20240314,rotate,,516270.SH,华安中证内地新能源主题ETF,197.394137,0.040359,-0.002365,0.464,0.463,25861440.0,90500.0,41901.5,0.058315,buy,,209631.63,0.9994
20240307,20240314,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,192.019544,0.033602,-0.004015,0.769,0.772,26855115.2,54300.0,41919.6,0.029793,buy,,209631.63,0.9994
20240314,20240321,rotate,,162703.SZ,广发小盘成长混合(LOF)-A,239.261745,0.05367,-0.004919,1.335,1.321,5489340.2,32500.0,42932.5,0.013626,buy,,214916.21,0.9983
20240314,20240321,rotate,,513970.SH,景顺长城恒生消费ETF(QDII),229.026846,0.055917,-0.001353,0.812,0.812,27888020.0,52900.0,42954.8,-0.002463,buy,,214916.21,0.9983
20240314,20240321,rotate,,159985.SZ,华夏饲料豆粕期货ETF,225.838926,0.04179,-0.002683,2.119,2.125,152039550.6,20200.0,42925.0,0.047059,buy,,214916.21,0.9983
20240314,20240321,rotate,,518880.SH,华安易富黄金ETF,222.818792,0.043497,-0.001906,4.87,4.896,131918566.2,8700.0,42595.2,0.015114,buy,,214916.21,0.9983
20240314,20240321,rotate,,159880.SZ,鹏华国证有色金属行业ETF,219.127517,0.044681,-0.001322,0.982,0.99,7421780.0,43400.0,42966.0,0.039394,buy,,214916.21,0.9983
20240321,20240328,rotate,,159755.SZ,广发国证新能源车电池ETF,237.414966,0.115242,-0.001996,0.6,0.6,228246810.2,73200.0,43920.0,-0.058333,buy,,219707.93,0.9983
20240321,20240328,rotate,,159843.SZ,招商国证食品饮料行业ETF,232.993197,0.064275,-0.00322,0.712,0.714,19957226.4,61500.0,43911.0,-0.030812,buy,,219707.93,0.9983
20240321,20240328,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,229.931973,0.055556,-0.006163,0.912,0.922,20013541.2,47600.0,43887.2,-0.029284,buy,,219707.93,0.9983
20240321,20240328,rotate,,159728.SZ,南方国证在线消费ETF,228.231293,0.066852,-0.001954,0.766,0.773,16108940.0,56800.0,43906.4,-0.107374,buy,,219707.93,0.9983
20240321,20240328,rotate,,159992.SZ,银华中证创新药产业ETF,212.414966,0.051429,-0.001899,0.736,0.736,588460663.6,59700.0,43939.2,-0.059783,buy,,219707.93,0.9983
20240328,20240403,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,234.863946,0.003764,-0.002991,0.8,0.801,43193154.0,51700.0,41411.7,0.049938,buy,,207125.12,0.9993
20240328,20240403,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,234.353741,0.008682,-0.00224,1.278,1.29,13741203.2,32100.0,41409.0,0.037209,buy,,207125.12,0.9993
20240328,20240403,rotate,,512890.SH,华泰柏瑞中证红利低波动ETF,232.482993,0.001003,-0.003097,0.998,0.998,159830419.0,41500.0,41417.0,0.027054,buy,,207125.12,0.9993
20240328,20240403,rotate,,516620.SH,国泰中证影视主题ETF,222.619048,0.019565,-0.000639,0.938,0.93,28213880.0,44500.0,41385.0,0.017204,buy,,207125.12,0.9993
20240328,20240403,rotate,,159825.SZ,富国中证农业主题ETF,220.238095,0.007375,-0.000732,0.683,0.683,58203432.0,60600.0,41389.8,0.030747,buy,,207125.12,0.9993
20240403,20240411,rotate,,510170.SH,国联安上证大宗商品股票ETF,233.614865,0.027682,-0.00224,0.891,0.891,10199108.0,47900.0,42678.9,0.01908,buy,,213796.3,0.9991
20240403,20240411,rotate,,562580.SH,华夏中证全指可选消费ETF,227.195946,0.019153,-0.002073,1.011,1.006,30281408.6,42500.0,42755.0,-0.014911,buy,,213796.3,0.9991
20240403,20240411,rotate,,159730.SZ,博时国证龙头家电ETF,225.0,0.050867,-0.000879,0.909,0.907,9979120.0,47100.0,42719.7,-0.029768,buy,,213796.3,0.9991
20240403,20240411,rotate,,159887.SZ,富国中证800银行ETF,223.310811,0.012712,-0.003128,0.956,0.955,49296901.4,44700.0,42688.5,-0.003141,buy,,213796.3,0.9991
20240403,20240411,rotate,,562990.SH,易方达中证上海环交所碳中和ETF,219.932432,0.02391,-0.001098,0.728,0.729,21226040.0,58600.0,42719.4,-0.009602,buy,,213796.3,0.9991
20240411,20240418,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,245.51495,0.11875,-0.005556,0.895,0.892,121190708.2,47500.0,42370.0,0.020179,buy,,212114.71,0.9989
20240411,20240418,rotate,,159881.SZ,国泰中证有色金属ETF,242.857143,0.129066,-0.002595,1.076,1.066,29825500.0,39800.0,42426.8,-0.006567,buy,,212114.71,0.9989
20240411,20240418,rotate,,164701.SZ,汇添富黄金及贵金属(QDII-LOF-FOF)-A,241.196013,0.072572,-0.004955,1.005,1.0,5955759.4,42400.0,42400.0,0.01,buy,,212114.71,0.9989
20240411,20240418,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),232.724252,0.054318,-0.003107,0.757,0.745,811616977.2,56900.0,42390.5,-0.045638,buy,,212114.71,0.9989
20240411,20240418,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,232.392027,0.050078,-0.004673,1.342,1.349,14896325.0,31400.0,42358.6,-0.021497,buy,,212114.71,0.9989
20240418,20240425,rotate,,561790.SH,博时中证国新央企现代能源ETF,244.612795,0.049257,-0.003618,1.129,1.129,25157425.6,37200.0,41998.8,-0.027458,buy,,210227.9,0.999
20240418,20240425,rotate,,510170.SH,国联安上证大宗商品股票ETF,216.835017,0.011996,-0.002151,0.928,0.922,12892540.0,45600.0,42043.2,-0.032538,buy,,210227.9,0.999
20240418,20240425,rotate,,159985.SZ,华夏饲料豆粕期货ETF,214.983165,0.000942,-0.010938,2.125,2.129,103706459.8,19700.0,41941.3,0.023955,buy,,210227.9,0.999
20240418,20240425,rotate,,516950.SH,银华中证基建ETF,213.299663,0.046581,-0.000662,1.056,1.053,46952640.0,39900.0,42014.7,-0.032289,buy,,210227.9,0.999
20240418,20240425,rotate,,159640.SZ,工银瑞信中证上海环交所碳中和ETF,209.259259,0.002766,-0.002339,0.725,0.721,36797288.2,58300.0,42034.3,-0.024965,buy,,210227.9,0.999
20240425,20240430,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),243.211921,0.051144,-0.007503,0.781,0.778,1373450276.6,53000.0,41234.0,0.026992,buy,,206264.17,0.9991
20240425,20240430,rotate,,159730.SZ,博时国证龙头家电ETF,232.284768,0.039194,-0.002794,0.928,0.928,11348540.0,44400.0,41203.2,0.034483,buy,,206264.17,0.9991
20240425,20240430,rotate,,516900.SH,华安中证申万食品饮料ETF,231.125828,0.039308,-0.002114,0.661,0.658,9138000.0,62700.0,41256.6,0.030395,buy,,206264.17,0.9991
20240425,20240430,rotate,,512660.SH,国泰中证军工ETF,226.15894,0.054309,-0.00123,0.893,0.892,321857040.0,46200.0,41210.4,0.011211,buy,,206264.17,0.9991
20240425,20240430,rotate,,513530.SH,华泰柏瑞中证港股通高股息投资ETF(QDII),216.556291,0.024327,-0.003297,1.179,1.178,24655649.6,35000.0,41230.0,0.036503,buy,,206264.17,0.9991
20240430,20240509,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,245.5,0.112885,-0.011345,0.976,0.984,39427450.8,43000.0,42312.0,0.020325,buy,,211985.14,0.798
20240430,20240509,rotate,,588700.SH,嘉实上证科创板生物医药ETF,230.5,0.102314,-0.001324,0.905,0.905,6569340.0,46800.0,42354.0,0.034254,buy,,211985.14,0.798
20240430,20240509,rotate,,159586.SZ,南方中证全指计算机ETF,221.5,0.065909,-0.003188,0.938,0.941,8402551.6,45000.0,42345.0,-0.024442,buy,,211985.14,0.798
20240430,20240509,rotate,,513530.SH,华泰柏瑞中证港股通高股息投资ETF(QDII),220.666667,0.064572,-0.003187,1.22,1.221,32322320.2,35000.0,42735.0,0.046683,hold,,211985.14,0.798
20240430,20240509,rotate,,512070.SH,易方达沪深300非银行金融ETF,206.666667,0.075404,-0.000667,0.599,0.596,265340760.0,70800.0,42196.8,-0.011745,buy,,211985.14,0.798
20240509,20240516,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),242.346939,0.095491,-0.003469,0.826,0.83,1092955880.2,51700.0,42911.0,0.057831,buy,,214717.41,0.9995
20240509,20240516,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,218.367347,0.08643,-0.001054,1.257,1.258,8018600.8,34100.0,42897.8,0.032591,buy,,214717.41,0.9995
20240509,20240516,rotate,,159992.SZ,银华中证创新药产业ETF,217.346939,0.070571,-0.003076,0.713,0.714,326364493.8,60100.0,42911.4,-0.018207,buy,,214717.41,0.9995
20240509,20240516,rotate,,159628.SZ,万家国证2000ETF,214.62585,0.068841,-0.00248,0.885,0.885,142618280.4,48500.0,42922.5,-0.00678,buy,,214717.41,0.9995
20240509,20240516,rotate,,159707.SZ,华宝中证800地产ETF,214.62585,0.08932,-0.000713,0.561,0.562,103962500.0,76400.0,42936.8,0.080071,buy,,214717.41,0.9995
20240516,20240523,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,234.775087,0.07415,-0.004546,1.043,1.059,25467807.0,41700.0,44160.3,-0.011331,buy,,220918.65,0.9993
20240516,20240523,rotate,,159567.SZ,银华国证港股通创新药ETF,224.048443,0.047393,-0.011628,0.884,0.897,79447681.0,49200.0,44132.4,-0.041249,buy,,220918.65,0.9993
20240516,20240523,rotate,,562900.SH,易方达中证现代农业主题ETF,223.010381,0.05,-0.002749,0.798,0.798,12423820.0,55300.0,44129.4,0.037594,buy,,220918.65,0.9993
20240516,20240523,rotate,,159666.SZ,华夏中证全指运输ETF,216.955017,0.034368,-0.005543,0.933,0.938,7363718.2,47100.0,44179.8,0.012793,buy,,220918.65,0.9993
20240516,20240523,rotate,,512200.SH,南方中证全指房地产ETF,204.32526,0.051948,-0.001233,0.486,0.486,858083191.4,90900.0,44177.4,0.090535,buy,,220918.65,0.9993
20240523,20240530,rotate,,161226.SZ,国投瑞银白银期货(LOF)-A,248.797251,0.110624,-0.009862,1.014,0.972,84093727.4,46200.0,44906.4,0.055556,buy,,224785.58,0.802
20240523,20240530,rotate,,159980.SZ,大成有色金属期货ETF,245.532646,0.051977,-0.00688,1.862,1.81,127910128.0,24800.0,44888.0,0.029834,buy,,224785.58,0.802
20240523,20240530,rotate,,164906.SZ,交银中证海外中国互联网指数(QDII-LOF)-A,240.378007,0.034483,-0.010906,1.05,1.047,26972938.0,41700.0,43659.9,-0.043935,hold,,224785.58,0.802
20240523,20240530,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,232.130584,0.047087,-0.001134,1.312,1.333,9237017.8,33700.0,44922.1,-0.007502,buy,,224785.58,0.802
20240523,20240530,rotate,,161116.SZ,易方达黄金主题(QDII-LOF-FOF)-A-CNY,226.804124,0.031646,-0.00142,0.978,0.959,10459562.8,46800.0,44881.2,-0.009385,buy,,224785.58,0.802
20240530,20240606,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,238.967972,0.03698,-0.001683,1.346,1.323,13081322.8,33700.0,44585.1,0.035525,hold,,225907.14,0.7976
20240530,20240606,rotate,,159790.SZ,华夏中证内地低碳经济主题ETF,230.071174,0.012658,-0.002316,0.56,0.564,43514660.8,80100.0,45176.4,0.003546,buy,,225907.14,0.7976
20240530,20240606,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,224.377224,0.003096,-0.003255,1.296,1.281,12577210.2,35200.0,45091.2,-0.027322,buy,,225907.14,0.7976
20240530,20240606,rotate,,563180.SH,银华中证高股息策略ETF,220.640569,0.011893,-0.001174,1.021,1.024,7675699.6,44100.0,45158.4,-0.018555,buy,,225907.14,0.7976
20240530,20240606,rotate,,159666.SZ,华夏中证全指运输ETF,217.793594,-0.002121,-0.002755,0.941,0.937,5568474.6,48200.0,45163.4,0.003202,buy,,225907.14,0.7976
20240606,20240614,rotate,,588100.SH,嘉实上证科创板新一代信息技术ETF,240.035587,0.044237,-0.001669,0.897,0.906,26150738.0,49800.0,45118.8,0.018764,buy,,225680.88,0.9981
20240606,20240614,rotate,,159755.SZ,广发国证新能源车电池ETF,239.501779,0.042179,-0.00202,0.593,0.595,204310815.4,75800.0,45101.0,-0.035294,buy,,225680.88,0.9981
20240606,20240614,rotate,,159611.SZ,广发中证全指电力公用事业ETF,231.850534,0.026812,-0.003566,1.034,1.035,141386652.4,43600.0,45126.0,0.02029,buy,,225680.88,0.9981
20240606,20240614,rotate,,512710.SH,富国中证军工龙头ETF,218.86121,0.05,0.0,0.567,0.567,257242940.0,79600.0,45133.2,-0.001764,buy,,225680.88,0.9981
20240606,20240614,rotate,,161128.SZ,易方达标普信息科技指数(QDII-LOF)-A-CNY,217.437722,0.071724,1.5e-05,4.931,5.015,7804084.6,9000.0,45135.0,0.020937,buy,,225680.88,0.9981
20240614,20240620,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,246.263345,0.088369,-0.002993,1.441,1.443,13117141.0,31400.0,45310.2,0.053361,buy,,226680.56,0.7966
20240614,20240620,rotate,,159611.SZ,广发中证全指电力公用事业ETF,230.604982,0.035225,-0.001793,1.058,1.056,142465902.8,43600.0,46041.6,-0.03125,hold,,226680.56,0.7966
20240614,20240620,rotate,,561100.SH,富国中证消费电子主题ETF,229.715302,0.036923,-0.001629,0.674,0.67,24687920.0,67600.0,45292.0,0.065672,buy,,226680.56,0.7966
20240614,20240620,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),213.523132,0.008568,-0.003168,0.824,0.825,871143004.2,54900.0,45292.5,0.01697,buy,,226680.56,0.7966
20240614,20240620,rotate,,513310.SH,华泰柏瑞中证韩交所中韩半导体ETF(QDII),213.523132,0.094325,1e-06,1.369,1.359,113210807.0,32900.0,44711.1,0.018396,buy,,226680.56,0.7966
20240620,20240627,rotate,,561100.SH,富国中证消费电子主题ETF,240.860215,0.056886,-0.002543,0.706,0.714,35565280.0,67600.0,48266.4,-0.040616,hold,,232197.82,0.5864
20240620,20240627,rotate,,501225.SH,景顺长城全球半导体芯片产业股票(QDII-LOF)-A-CNY,233.870968,0.107221,-0.000797,1.518,1.52,12491189.8,31400.0,47728.0,-0.0875,hold,,232197.82,0.5864
20240620,20240627,rotate,,517390.SH,天弘中证沪港深云计算产业ETF,233.333333,0.050715,-0.001483,0.808,0.808,5606080.0,57400.0,46379.2,-0.034653,buy,,232197.82,0.5864
20240620,20240627,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,230.107527,0.040225,-0.019728,1.293,1.297,9180706.4,35800.0,46432.6,0.005397,buy,,232197.82,0.5864
20240620,20240627,rotate,,159516.SZ,国泰中证半导体材料设备主题ETF,220.250896,0.038647,-0.001277,0.86,0.855,110147824.4,50700.0,43348.5,-0.045614,buy,,232197.82,0.5864
20240627,20240704,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,248.767606,0.039588,-0.006352,1.313,1.304,9717504.4,35800.0,46683.2,0.032209,hold,,222692.12,0.7902
20240627,20240704,rotate,,162411.SZ,华宝标普石油天然气上游股票指数(QDII-LOF)-A-CNY,240.140845,0.012516,-0.011084,0.809,0.802,51102980.2,55500.0,44511.0,0.017456,buy,,222692.12,0.7902
20240627,20240704,rotate,,160216.SZ,国泰大宗商品配置(QDII-LOF-FOF)-A,236.795775,0.008282,-0.016162,0.487,0.486,8274617.2,91600.0,44517.6,0.020576,buy,,222692.12,0.7902
20240627,20240704,rotate,,159309.SZ,汇添富中证油气资源ETF,214.612676,0.0,-0.001114,0.986,0.981,17449982.2,45400.0,44537.4,0.024465,buy,,222692.12,0.7902
20240627,20240704,rotate,,561320.SH,国泰中证内地运输主题ETF,213.908451,-0.003304,-0.001655,0.905,0.903,10351497.6,47000.0,42441.0,0.018826,buy,,222692.12,0.7902
20240704,20240711,rotate,,159611.SZ,广发中证全指电力公用事业ETF,243.571429,0.036062,-0.001597,1.063,1.062,139712548.4,42800.0,45453.6,-0.002825,buy,,227741.41,0.7883
20240704,20240711,rotate,,501018.SH,南方原油(QDII-LOF-FOF)-A,241.964286,0.028266,-0.00974,1.346,1.346,9049394.0,35800.0,48186.8,-0.010401,hold,,227741.41,0.7883
20240704,20240711,rotate,,159985.SZ,华夏饲料豆粕期货ETF,228.392857,0.01577,-0.003186,2.19,2.188,70350520.0,20800.0,45510.4,-0.04936,buy,,227741.41,0.7883
20240704,20240711,rotate,,513520.SH,华夏野村日经225ETF(QDII),224.285714,0.099634,8e-06,1.501,1.51,378300948.8,30100.0,45451.0,0.056954,buy,,227741.41,0.7883
20240704,20240711,rotate,,513800.SH,南方顶峰TOPIXETF(QDII),224.107143,0.038433,1e-06,1.405,1.414,14766440.0,30500.0,43127.0,0.016266,buy,,227741.41,0.7883
20240711,20240718,rotate,,159583.SZ,富国中证通信设备主题ETF,244.326241,0.040486,-0.009634,1.028,1.037,73955033.2,43900.0,45524.3,-0.036644,buy,,228109.94,0.9987
20240711,20240718,rotate,,159605.SZ,广发中证海外中国互联网30ETF(QDII),234.042553,0.02046,-0.004389,0.798,0.804,717429849.0,56700.0,45586.8,-0.016169,buy,,228109.94,0.9987
20240711,20240718,rotate,,518880.SH,华安易富黄金ETF,229.964539,0.018879,-0.002477,5.397,5.397,227568389.0,8400.0,45334.8,0.029276,buy,,228109.94,0.9987
20240711,20240718,rotate,,159811.SZ,博时中证5G产业50ETF,226.41844,0.04434,-0.000903,1.107,1.115,9362203.2,40900.0,45603.5,-0.049327,buy,,228109.94,0.9987
20240711,20240718,rotate,,159887.SZ,富国中证800银行ETF,219.326241,0.017664,-0.001541,1.037,1.037,76547845.4,43900.0,45524.3,0.027001,buy,,228109.94,0.9987
20240718,20240725,rotate,,159995.SZ,华夏国证半导体芯片ETF,237.72242,0.085337,-0.001217,0.903,0.89,639008607.8,50700.0,45123.0,-0.020225,buy,,225966.42,0.9981
20240718,20240725,rotate,,159512.SZ,广发中证全指汽车ETF,236.83274,0.061483,-0.00221,1.174,1.171,13740840.0,38500.0,45083.5,-0.060632,buy,,225966.42,0.9981
20240718,20240725,rotate,,561910.SH,招商中证电池主题ETF,227.935943,0.043928,-0.002469,0.404,0.402,33536020.0,112400.0,45184.8,-0.027363,buy,,225966.42,0.9981
20240718,20240725,rotate,,510230.SH,国泰上证180金融ETF,216.725979,0.047992,-0.000654,1.07,1.069,30052540.0,42200.0,45111.8,-0.008419,buy,,225966.42,0.9981
20240718,20240725,rotate,,513290.SH,汇添富纳斯达克生物科技ETF(QDII),216.548043,0.123322,3e-06,1.339,1.306,213116320.0,34600.0,45187.6,-0.020674,buy,,225966.42,0.9981
20240725,20240801,rotate,,159790.SZ,华夏中证内地低碳经济主题ETF,240.924658,0.019157,-0.002438,0.532,0.532,54066566.6,82600.0,43943.2,0.0,buy,,219726.01,0.999
20240725,20240801,rotate,,164701.SZ,汇添富黄金及贵金属(QDII-LOF-FOF)-A,236.643836,0.002863,-0.00956,1.051,1.043,6127710.8,42100.0,43910.3,0.013423,buy,,219726.01,0.999
20240725,20240801,rotate,,512660.SH,国泰中证军工ETF,236.30137,0.011587,-0.002172,0.873,0.871,316828080.0,50400.0,43898.4,0.053961,buy,,219726.01,0.999
20240725,20240801,rotate,,159993.SZ,鹏华国证证券龙头ETF,233.390411,0.007317,-0.002295,0.826,0.822,48381472.4,53400.0,43894.8,0.07056,buy,,219726.01,0.999
